project_id,client_id,client_name,sector,service_line,start_date,planned_end_date,actual_end_date,status,complexity,team_size,senior_staff_count,junior_staff_count,contract_value_ngn,actual_cost_ngn,delay_days,cost_overrun_pct,client_satisfaction_score,renewed_within_12m,acquisition_channel
P1617,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Data Visualization & Analytics,2024-06-04,2024-10-04,2024-11-02,Completed,Medium,4,1,3,24060000.0,28870000.0,29.0,0.2,3.2,No,Repeat Client
P0402,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Digital Transformation,2024-06-05,2024-08-05,2024-08-05,Completed,Medium,7,3,4,23260000.0,23260000.0,0.0,0.0,4.6,No,Repeat Client
P1621,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Strategic Planning,2024-06-06,2024-09-06,2024-09-06,Completed,Medium,8,2,6,35810000.0,35810000.0,0.0,0.0,4.7,No,Referral
P1619,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Strategic Planning,2024-06-07,2024-09-07,2024-09-08,Completed,Medium,5,2,3,23210000.0,23420000.0,1.0,0.009,4.1,Yes,Referral
P1623,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Digital Transformation,2024-06-07,2024-08-07,2024-08-30,Completed,Low,2,1,1,5570000.0,7300000.0,23.0,0.31,3.4,No,Competitive Tender
P0406,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Market & Social Research,2024-06-08,2024-07-08,2024-07-11,Completed,Low,2,1,1,2770000.0,3090000.0,3.0,0.114,4.0,No,Referral
P0758,C-E-Client-01,E-Client-01,Energy,Political Risk Management,2024-06-08,2024-10-08,2024-12-06,Completed,High,11,5,6,88930000.0,122550000.0,59.0,0.378,2.6,No,Referral
P0763,C-E-Client-06,E-Client-06,Energy,Stakeholder Engagement,2024-06-08,2024-09-08,2024-09-09,Completed,Low,3,1,2,15640000.0,15770000.0,1.0,0.008,4.3,Yes,Repeat Client
P1326,C-CEAT-Client-02,CEAT-Client-02,Creative Economy and Tourism,Digital Transformation,2024-06-10,2024-08-10,2024-08-13,Completed,Low,2,1,1,3110000.0,3220000.0,3.0,0.036,3.9,No,Repeat Client
P0994,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Data Visualization & Analytics,2024-06-10,2024-10-10,2024-10-12,Completed,Medium,8,3,5,60420000.0,61150000.0,2.0,0.012,4.4,Yes,Repeat Client
P0403,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Digital Transformation,2024-06-15,2024-10-15,2024-10-15,Completed,High,12,4,8,109710000.0,109710000.0,0.0,0.0,4.4,Yes,Direct Outreach
P1328,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Strategic Planning,2024-06-17,2024-11-17,2024-11-20,Completed,High,10,3,7,74370000.0,75340000.0,3.0,0.013,3.8,No,Referral
P0759,C-E-Client-04,E-Client-04,Energy,Market & Social Research,2024-06-17,2024-10-17,2024-12-20,Completed,Medium,8,3,5,56640000.0,74480000.0,64.0,0.315,2.9,No,Repeat Client
P0761,C-E-Client-04,E-Client-04,Energy,Stakeholder Engagement,2024-06-18,2024-09-18,2024-10-05,Completed,Low,2,1,1,10610000.0,12720000.0,17.0,0.199,3.8,No,Repeat Client
P0408,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Stakeholder Engagement,2024-06-19,2024-08-19,2024-08-20,Completed,Low,3,1,2,9170000.0,9360000.0,1.0,0.021,4.6,No,Repeat Client
P0401,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Strategic Planning,2024-06-20,2024-10-20,2024-10-24,Completed,Medium,7,2,5,51900000.0,53090000.0,4.0,0.023,4.3,Yes,Repeat Client
P1618,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Stakeholder Engagement,2024-06-22,2024-07-22,2024-08-03,Completed,Low,2,1,1,2810000.0,3600000.0,12.0,0.28,4.3,Yes,Direct Outreach
P0158,C-A-Client-06,A-Client-06,Agriculture,Political Risk Management,2024-06-22,2024-10-22,2024-10-25,Completed,Medium,7,2,5,28390000.0,28990000.0,3.0,0.021,4.6,No,Repeat Client
P0159,C-A-Client-06,A-Client-06,Agriculture,Digital Transformation,2024-06-24,2024-09-24,2024-09-25,Completed,Low,3,1,2,7550000.0,7600000.0,1.0,0.007,4.0,No,Referral
P1324,C-CEAT-Client-06,CEAT-Client-06,Creative Economy and Tourism,Political Risk Management,2024-06-25,2024-12-25,2024-12-26,Completed,High,12,4,8,87320000.0,87930000.0,1.0,0.007,4.5,No,Direct Outreach
P1615,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Strategic Planning,2024-06-25,2024-08-25,2024-08-28,Completed,Low,2,1,1,5360000.0,5670000.0,3.0,0.058,4.4,Yes,Repeat Client
P0995,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Digital Transformation,2024-06-25,2024-11-25,2024-11-27,Completed,Medium,7,2,5,71180000.0,71750000.0,2.0,0.008,4.1,No,Competitive Tender
P0407,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Stakeholder Engagement,2024-06-26,2024-08-26,2024-08-27,Completed,Low,2,1,1,4750000.0,4810000.0,1.0,0.012,4.3,No,Repeat Client
P1622,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Digital Transformation,2024-06-27,2024-09-27,2024-11-08,Completed,Low,2,1,1,6900000.0,8830000.0,42.0,0.28,3.4,No,Repeat Client
P1325,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Strategic Planning,2024-06-27,2024-10-27,2024-10-27,Completed,High,13,4,9,60780000.0,60780000.0,0.0,0.0,3.5,No,Repeat Client
P0405,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Stakeholder Engagement,2024-06-28,2024-09-28,,Cancelled,Medium,5,2,3,21470000.0,22330000.0,,,,N/A,Referral
P0762,C-E-Client-03,E-Client-03,Energy,Market & Social Research,2024-06-28,2025-01-28,2025-03-18,Completed,High,12,4,8,179770000.0,216260000.0,49.0,0.203,3.0,Too Recent,Repeat Client
P1327,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Political Risk Management,2024-06-28,2024-10-28,2024-10-28,Completed,Medium,6,2,4,24920000.0,24920000.0,0.0,0.0,4.8,Yes,Referral
P0993,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Strategic Planning,2024-06-28,2024-10-28,2024-10-28,Completed,High,12,5,7,112440000.0,112440000.0,0.0,0.0,4.1,No,Repeat Client
P0996,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Market & Social Research,2024-07-01,2024-12-01,2024-12-04,Completed,Medium,5,2,3,53390000.0,54190000.0,3.0,0.015,4.6,Yes,Repeat Client
P0764,C-E-Client-10,E-Client-10,Energy,Market & Social Research,2024-07-01,2024-11-01,2024-11-02,Completed,Medium,8,3,5,59650000.0,60190000.0,1.0,0.009,4.2,No,Referral
P0409,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Digital Transformation,2024-07-03,2024-08-03,2024-08-05,Completed,Low,3,1,2,4450000.0,4670000.0,2.0,0.049,4.2,Yes,Referral
P1624,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Data Visualization & Analytics,2024-07-04,2024-08-04,2024-08-05,Completed,Low,4,1,3,4530000.0,4710000.0,1.0,0.04,4.7,No,Referral
P0161,C-A-Client-02,A-Client-02,Agriculture,Digital Transformation,2024-07-04,2024-10-04,2024-11-10,Completed,Medium,6,3,3,23810000.0,32480000.0,37.0,0.364,3.1,No,Referral
P1626,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Political Risk Management,2024-07-04,2024-12-04,2025-01-16,Completed,High,12,4,8,105690000.0,134330000.0,43.0,0.271,3.1,Too Recent,Referral
P1628,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Political Risk Management,2024-07-04,2024-12-04,2025-01-11,Completed,Medium,4,1,3,34220000.0,41540000.0,38.0,0.214,2.4,Too Recent,Repeat Client
P1631,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Stakeholder Engagement,2024-07-04,2024-09-04,2024-09-06,Completed,Low,3,1,2,7960000.0,8290000.0,2.0,0.041,5.0,Yes,Referral
P1335,C-CEAT-Client-02,CEAT-Client-02,Creative Economy and Tourism,Digital Transformation,2024-07-04,2024-08-04,2024-09-14,Completed,Low,3,1,2,2320000.0,3710000.0,41.0,0.6,1.9,No,Referral
P0415,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Data Visualization & Analytics,2024-07-05,2024-11-05,2024-11-07,Completed,Medium,5,2,3,33160000.0,33560000.0,2.0,0.012,5.0,Yes,Repeat Client
P0998,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Strategic Planning,2024-07-05,2024-09-05,2024-09-07,Completed,Low,4,2,2,14350000.0,14920000.0,2.0,0.04,4.8,No,Repeat Client
P0997,C-FAI-Client-05,FAI-Client-05,Finance and Insurance,Digital Transformation,2024-07-05,2024-12-05,,Cancelled,Medium,8,3,5,78960000.0,79350000.0,,,,N/A,Referral
P0766,C-E-Client-02,E-Client-02,Energy,Strategic Planning,2024-07-06,2024-12-06,,Cancelled,Medium,4,2,2,40910000.0,54330000.0,,,,N/A,Referral
P1627,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Data Visualization & Analytics,2024-07-07,2024-10-07,2024-10-08,Completed,Medium,7,2,5,33150000.0,33580000.0,1.0,0.013,4.2,No,Referral
P1334,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Strategic Planning,2024-07-08,2024-10-08,2024-10-09,Completed,Low,3,1,2,9120000.0,9210000.0,1.0,0.01,3.4,No,Repeat Client
P0417,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Market & Social Research,2024-07-09,2024-10-09,2025-01-03,Completed,Medium,8,2,6,40140000.0,61210000.0,86.0,0.525,1.7,Too Recent,Competitive Tender
P0414,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Stakeholder Engagement,2024-07-14,2024-10-14,2024-10-18,Completed,Low,2,1,1,9180000.0,9460000.0,4.0,0.031,4.0,No,Referral
P0160,C-A-Client-05,A-Client-05,Agriculture,Market & Social Research,2024-07-15,2024-11-15,2025-02-10,Completed,Medium,6,3,3,30100000.0,44760000.0,87.0,0.487,2.1,Too Recent,Repeat Client
P0163,C-A-Client-05,A-Client-05,Agriculture,Strategic Planning,2024-07-16,2025-01-16,2025-01-18,Completed,High,15,7,8,150950000.0,152910000.0,2.0,0.013,4.6,Too Recent,Repeat Client
P1330,C-CEAT-Client-06,CEAT-Client-06,Creative Economy and Tourism,Data Visualization & Analytics,2024-07-16,2024-11-16,2024-11-17,Completed,Medium,7,2,5,30890000.0,31110000.0,1.0,0.007,4.1,Yes,Repeat Client
P0413,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Market & Social Research,2024-07-17,2025-01-17,2025-01-20,Completed,High,9,2,7,132130000.0,134640000.0,3.0,0.019,4.5,Too Recent,Repeat Client
P1331,C-CEAT-Client-06,CEAT-Client-06,Creative Economy and Tourism,Market & Social Research,2024-07-17,2024-10-17,2024-10-18,Completed,Low,4,1,3,10790000.0,10880000.0,1.0,0.008,4.0,No,Referral
P0162,C-A-Client-04,A-Client-04,Agriculture,Digital Transformation,2024-07-18,2024-10-18,2024-11-06,Completed,Medium,5,2,3,18630000.0,21030000.0,19.0,0.129,3.3,No,Direct Outreach
P1633,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Market & Social Research,2024-07-18,2024-09-18,2024-09-22,Completed,Low,3,1,2,7800000.0,8260000.0,4.0,0.059,3.8,Yes,Repeat Client
P0999,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Strategic Planning,2024-07-18,2024-10-18,2024-10-21,Completed,Low,2,1,1,8140000.0,8360000.0,3.0,0.027,4.1,Yes,Referral
P1329,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Strategic Planning,2024-07-19,2024-10-19,2024-10-21,Completed,Low,4,1,3,9940000.0,10220000.0,2.0,0.028,4.1,No,Competitive Tender
P0765,C-E-Client-09,E-Client-09,Energy,Data Visualization & Analytics,2024-07-19,2024-08-19,2024-08-21,Completed,Low,3,1,2,4700000.0,5040000.0,2.0,0.072,4.4,Yes,Repeat Client
P1332,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Digital Transformation,2024-07-20,2024-10-20,2024-10-20,Completed,Low,3,1,2,7820000.0,7820000.0,0.0,0.0,4.8,Yes,Repeat Client
P0412,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Digital Transformation,2024-07-21,2024-11-21,2024-11-23,Completed,High,14,6,8,111870000.0,113100000.0,2.0,0.011,4.4,No,Repeat Client
P1333,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Stakeholder Engagement,2024-07-21,2024-09-21,2024-09-21,Completed,Low,3,1,2,5910000.0,5910000.0,0.0,0.0,4.3,No,Competitive Tender
P0418,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Stakeholder Engagement,2024-07-21,2025-01-21,2025-02-05,Completed,High,15,4,11,208700000.0,224350000.0,15.0,0.075,3.6,Too Recent,Repeat Client
P0419,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Market & Social Research,2024-07-21,2024-08-21,2024-08-25,Completed,Low,4,1,3,5350000.0,5950000.0,4.0,0.112,3.9,No,Repeat Client
P0416,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Strategic Planning,2024-07-23,2024-12-23,2024-12-26,Completed,High,12,5,7,136260000.0,139120000.0,3.0,0.021,4.3,No,Repeat Client
P1625,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Digital Transformation,2024-07-23,2024-10-23,2024-10-27,Completed,Low,2,1,1,8120000.0,8560000.0,4.0,0.054,3.9,Yes,Repeat Client
P1632,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Market & Social Research,2024-07-24,2024-09-24,2024-09-26,Completed,Low,4,2,2,8870000.0,9130000.0,2.0,0.029,4.5,No,Repeat Client
P0410,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Political Risk Management,2024-07-24,2024-12-24,2024-12-25,Completed,Medium,8,4,4,77240000.0,77700000.0,1.0,0.006,4.3,No,Repeat Client
P1630,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Political Risk Management,2024-07-24,2024-11-24,2025-03-12,Completed,High,8,2,6,62000000.0,94980000.0,108.0,0.532,1.5,Too Recent,Repeat Client
P1629,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Stakeholder Engagement,2024-07-25,2024-09-25,2024-09-29,Completed,Low,4,1,3,10180000.0,10570000.0,4.0,0.038,3.8,Yes,Competitive Tender
P0164,C-A-Client-04,A-Client-04,Agriculture,Data Visualization & Analytics,2024-07-27,2024-10-27,2024-10-31,Completed,Medium,6,2,4,19150000.0,19670000.0,4.0,0.027,4.3,No,Repeat Client
P0411,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Data Visualization & Analytics,2024-07-27,2024-10-27,2024-10-28,Completed,Low,2,1,1,7950000.0,8050000.0,1.0,0.013,4.1,No,Competitive Tender
P1635,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Political Risk Management,2024-08-01,2025-01-01,2025-01-01,Completed,Medium,4,1,3,27230000.0,27230000.0,0.0,0.0,4.4,Too Recent,Repeat Client
P1000,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Stakeholder Engagement,2024-08-01,2024-11-01,2024-11-01,Completed,Low,4,2,2,16780000.0,16780000.0,0.0,0.0,4.2,No,Direct Outreach
P0768,C-E-Client-03,E-Client-03,Energy,Data Visualization & Analytics,2024-08-01,2025-02-01,2025-02-04,Completed,High,10,2,8,145230000.0,147260000.0,3.0,0.014,4.0,Too Recent,Repeat Client
P1337,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Digital Transformation,2024-08-02,2024-12-02,2025-01-11,Completed,Medium,6,2,4,25990000.0,33420000.0,40.0,0.286,3.7,Too Recent,Competitive Tender
P1181,C-PS-Client-08,PS-Client-08,Public Sector,Digital Transformation,2024-08-02,2024-11-02,2024-11-04,Completed,Low,4,1,3,12470000.0,12690000.0,2.0,0.018,4.0,No,Repeat Client
P0166,C-A-Client-05,A-Client-05,Agriculture,Digital Transformation,2024-08-02,2024-09-02,2024-09-06,Completed,Low,4,2,2,4600000.0,5000000.0,4.0,0.087,4.3,Yes,Repeat Client
P0421,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Digital Transformation,2024-08-02,2024-09-02,2024-09-02,Completed,Low,2,1,1,3250000.0,3250000.0,0.0,0.0,4.4,Yes,Competitive Tender
P0426,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Political Risk Management,2024-08-03,2024-10-03,2024-10-03,Completed,Medium,5,1,4,19270000.0,19270000.0,0.0,0.0,4.4,Yes,Repeat Client
P1644,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Market & Social Research,2024-08-04,2024-12-04,,Cancelled,Medium,7,2,5,50310000.0,63440000.0,,,,N/A,Referral
P0170,C-A-Client-08,A-Client-08,Agriculture,Strategic Planning,2024-08-04,2024-10-04,2024-10-06,Completed,Medium,7,3,4,14340000.0,14810000.0,2.0,0.033,4.0,No,Referral
P0167,C-A-Client-02,A-Client-02,Agriculture,Strategic Planning,2024-08-05,2024-11-05,2024-11-05,Completed,Low,3,1,2,9020000.0,9020000.0,0.0,0.0,4.8,No,Repeat Client
P1637,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Digital Transformation,2024-08-05,2025-03-05,2025-03-07,Completed,High,13,4,9,202560000.0,204590000.0,2.0,0.01,4.2,Too Recent,Repeat Client
P0770,C-E-Client-02,E-Client-02,Energy,Stakeholder Engagement,2024-08-05,2025-04-05,2025-04-09,Completed,High,9,3,6,138170000.0,140660000.0,4.0,0.018,4.5,Too Recent,Repeat Client
P0428,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Digital Transformation,2024-08-05,2024-10-05,2024-10-08,Completed,Low,4,1,3,10590000.0,10940000.0,3.0,0.033,4.2,Yes,Repeat Client
P0165,C-A-Client-03,A-Client-03,Agriculture,Data Visualization & Analytics,2024-08-06,2024-10-06,2024-10-09,Completed,Low,2,1,1,4190000.0,4330000.0,3.0,0.034,4.0,Yes,Competitive Tender
P1638,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Data Visualization & Analytics,2024-08-06,2024-10-06,2024-10-09,Completed,Medium,6,1,5,16290000.0,17040000.0,3.0,0.046,4.4,Yes,Repeat Client
P1338,C-CEAT-Client-05,CEAT-Client-05,Creative Economy and Tourism,Data Visualization & Analytics,2024-08-07,2024-12-07,2024-12-09,Completed,High,10,3,7,50160000.0,50860000.0,2.0,0.014,4.0,No,Competitive Tender
P1639,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Market & Social Research,2024-08-07,2025-04-07,2025-04-09,Completed,High,13,6,7,214880000.0,216380000.0,2.0,0.007,4.7,Too Recent,Repeat Client
P0425,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Political Risk Management,2024-08-08,2024-11-08,,Cancelled,Low,3,1,2,14950000.0,18760000.0,,,,N/A,Competitive Tender
P0767,C-E-Client-09,E-Client-09,Energy,Political Risk Management,2024-08-08,2024-11-08,2024-11-11,Completed,Medium,4,1,3,25220000.0,26150000.0,3.0,0.037,4.4,Yes,Repeat Client
P0773,C-E-Client-03,E-Client-03,Energy,Digital Transformation,2024-08-10,2024-12-10,2024-12-14,Completed,Medium,5,2,3,34860000.0,35940000.0,4.0,0.031,3.8,No,Competitive Tender
P1341,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Market & Social Research,2024-08-11,2024-12-11,2024-12-14,Completed,Medium,7,2,5,31970000.0,32800000.0,3.0,0.026,4.7,No,Repeat Client
P0169,C-A-Client-05,A-Client-05,Agriculture,Political Risk Management,2024-08-11,2024-09-11,2024-09-12,Completed,Low,2,1,1,2100000.0,2180000.0,1.0,0.037,4.3,No,Repeat Client
P1642,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Political Risk Management,2024-08-13,2024-12-13,2024-12-26,Completed,Medium,7,3,4,43410000.0,47880000.0,13.0,0.103,4.0,Yes,Repeat Client
P0423,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Political Risk Management,2024-08-14,2024-11-14,2024-11-18,Completed,Low,4,1,3,15260000.0,15810000.0,4.0,0.036,4.2,No,Repeat Client
P0774,C-E-Client-06,E-Client-06,Energy,Market & Social Research,2024-08-14,2024-11-14,2024-11-16,Completed,Low,3,1,2,12020000.0,12310000.0,2.0,0.024,4.4,No,Direct Outreach
P1179,C-PS-Client-03,PS-Client-03,Public Sector,Data Visualization & Analytics,2024-08-14,2024-12-14,2024-12-28,Completed,Medium,4,2,2,19840000.0,21090000.0,14.0,0.063,4.0,No,Referral
P0427,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Stakeholder Engagement,2024-08-16,2025-01-16,2025-01-17,Completed,Medium,5,2,3,49030000.0,49230000.0,1.0,0.004,3.8,Too Recent,Direct Outreach
P1643,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Strategic Planning,2024-08-17,2024-12-17,2024-12-17,Completed,Medium,5,1,4,31420000.0,31420000.0,0.0,0.0,4.9,No,Competitive Tender
P0430,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Market & Social Research,2024-08-17,2025-04-17,2025-06-01,Completed,High,8,4,4,151420000.0,170650000.0,45.0,0.127,3.8,Too Recent,Competitive Tender
P1636,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Strategic Planning,2024-08-17,2024-11-17,2024-11-17,Completed,Low,4,1,3,16170000.0,16170000.0,0.0,0.0,4.2,Yes,Repeat Client
P1001,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Digital Transformation,2024-08-18,2024-10-18,2024-10-21,Completed,Medium,6,2,4,26180000.0,27440000.0,3.0,0.048,3.8,No,Repeat Client
P1340,C-CEAT-Client-02,CEAT-Client-02,Creative Economy and Tourism,Digital Transformation,2024-08-18,2024-12-18,2024-12-19,Completed,Medium,4,2,2,18620000.0,18810000.0,1.0,0.01,4.3,Yes,Referral
P1180,C-PS-Client-04,PS-Client-04,Public Sector,Strategic Planning,2024-08-19,2024-12-19,2024-12-19,Completed,High,13,4,9,85690000.0,85690000.0,0.0,0.0,4.5,Yes,Repeat Client
P0168,C-A-Client-08,A-Client-08,Agriculture,Political Risk Management,2024-08-19,2024-10-19,2024-10-23,Completed,Low,3,1,2,5200000.0,5480000.0,4.0,0.054,4.3,No,Repeat Client
P0424,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Political Risk Management,2024-08-21,2025-04-21,2025-04-23,Completed,High,11,2,9,205540000.0,207800000.0,2.0,0.011,5.0,Too Recent,Repeat Client
P0772,C-E-Client-02,E-Client-02,Energy,Data Visualization & Analytics,2024-08-22,2024-10-22,2024-10-24,Completed,Low,4,1,3,10910000.0,11240000.0,2.0,0.03,3.8,Yes,Repeat Client
P0420,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Stakeholder Engagement,2024-08-22,2024-11-22,2024-11-23,Completed,Low,4,2,2,19950000.0,20090000.0,1.0,0.007,4.2,Yes,Repeat Client
P0769,C-E-Client-01,E-Client-01,Energy,Strategic Planning,2024-08-23,2024-09-23,2024-09-25,Completed,Low,3,1,2,4630000.0,4880000.0,2.0,0.055,4.0,No,Referral
P0775,C-E-Client-10,E-Client-10,Energy,Market & Social Research,2024-08-23,2024-12-23,2024-12-25,Completed,Medium,5,2,3,36960000.0,37660000.0,2.0,0.019,3.8,No,Direct Outreach
P1002,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Digital Transformation,2024-08-24,2024-12-24,2024-12-26,Completed,Medium,5,1,4,46340000.0,46800000.0,2.0,0.01,4.5,No,Repeat Client
P0422,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Stakeholder Engagement,2024-08-25,2024-11-25,2024-11-28,Completed,Low,3,1,2,12140000.0,12410000.0,3.0,0.022,4.3,No,Repeat Client
P1641,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Digital Transformation,2024-08-25,2024-11-25,2024-11-25,Completed,Low,4,2,2,13470000.0,13470000.0,0.0,0.0,4.5,No,Direct Outreach
P1339,C-CEAT-Client-05,CEAT-Client-05,Creative Economy and Tourism,Stakeholder Engagement,2024-08-26,2024-10-26,2024-11-26,Completed,Medium,6,2,4,13690000.0,17820000.0,31.0,0.302,3.3,No,Referral
P1640,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Digital Transformation,2024-08-27,2025-01-27,2025-01-29,Completed,Medium,7,3,4,54780000.0,55270000.0,2.0,0.009,4.4,Too Recent,Repeat Client
P0771,C-E-Client-06,E-Client-06,Energy,Digital Transformation,2024-08-28,2024-10-28,2024-10-28,Completed,Low,2,1,1,6840000.0,6840000.0,0.0,0.0,4.6,Yes,Referral
P1634,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Market & Social Research,2024-08-28,2024-10-28,2024-11-01,Completed,Medium,7,3,4,24520000.0,26110000.0,4.0,0.065,3.9,No,Repeat Client
P0429,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Data Visualization & Analytics,2024-08-28,2025-02-28,2025-02-28,Completed,High,13,4,9,186810000.0,186810000.0,0.0,0.0,4.8,Too Recent,Repeat Client
P1336,C-CEAT-Client-07,CEAT-Client-07,Creative Economy and Tourism,Political Risk Management,2024-08-28,2024-09-28,2024-10-01,Completed,Low,4,1,3,3230000.0,3540000.0,3.0,0.095,3.7,No,Competitive Tender
P1646,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Market & Social Research,2024-09-02,2024-10-02,2024-10-06,Completed,Low,3,1,2,4070000.0,4630000.0,4.0,0.138,4.0,Yes,Repeat Client
P0438,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Data Visualization & Analytics,2024-09-02,2024-11-02,2024-11-02,Completed,Low,3,1,2,7480000.0,7480000.0,0.0,0.0,4.4,No,Repeat Client
P1654,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Digital Transformation,2024-09-02,2024-10-02,2024-10-02,Completed,Low,4,1,3,4580000.0,4580000.0,0.0,0.0,4.0,No,Direct Outreach
P0780,C-E-Client-02,E-Client-02,Energy,Market & Social Research,2024-09-05,2024-11-05,2024-11-07,Completed,Low,4,2,2,13240000.0,13640000.0,2.0,0.03,4.3,No,Competitive Tender
P0172,C-A-Client-02,A-Client-02,Agriculture,Market & Social Research,2024-09-05,2024-12-05,2024-12-09,Completed,Low,3,1,2,9220000.0,9630000.0,4.0,0.045,4.6,Yes,Referral
P0432,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Political Risk Management,2024-09-05,2024-10-05,2024-11-16,Completed,Low,2,1,1,2760000.0,3850000.0,42.0,0.394,3.3,No,Direct Outreach
P1344,C-CEAT-Client-06,CEAT-Client-06,Creative Economy and Tourism,Political Risk Management,2024-09-05,2025-02-05,2025-02-06,Completed,Medium,8,2,6,40790000.0,41120000.0,1.0,0.008,4.5,Too Recent,Competitive Tender
P1655,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Data Visualization & Analytics,2024-09-06,2024-11-06,2024-12-09,Completed,Low,3,1,2,7320000.0,9130000.0,33.0,0.247,3.8,Yes,Repeat Client
P1342,C-CEAT-Client-08,CEAT-Client-08,Creative Economy and Tourism,Political Risk Management,2024-09-07,2025-01-07,2025-01-09,Completed,Medium,6,1,5,26300000.0,26830000.0,2.0,0.02,4.0,Too Recent,Referral
